surface_name	site_name	species_name	formation_energy	frequencies	reference
Rh	111	H-CHCO	1.0323557	[3015.182148, 1889.030167, 1692.421815, 1100.137067, 927.520939, 887.757679, 608.16032, 568.247794, 439.489353, 375.451104, 296.737383, 232.763778, 139.866934, 100]	Input File Tutorial.
Rh	111	H-CHCOH	0.70216477	[3647.753836, 3074.125552, 1874.618538, 1355.400574, 1209.402165, 1088.030449, 1039.559209, 880.755227, 645.008736, 544.808078, 474.05408, 450.814808, 355.473395, 271.996799, 252.805788, 161.229504, 95.690252]	Input File Tutorial.
Rh	111	H-CHCOO	-1.186	[3031.461559, 1893.524363, 1641.638791, 1178.240483, 1125.560946, 950.74444, 858.558866, 715.008501, 668.846933, 611.544447, 421.196898, 319.074474, 301.205963, 291.986088, 133.725415, 110.455227, 88.392119]	Input File Tutorial.
Rh	111	H-CHCOOH	-1.984	[3691.583241, 3052.949428, 1859.280465, 1520.730505, 1356.492042, 1203.529084, 1119.656496, 954.791792, 920.084198, 707.474263, 646.229749, 622.222852, 578.0222, 435.70938, 307.544838, 267.494188, 224.971429, 153.085195, 106.152968, 78.483085]	Input File Tutorial.
Rh	111	H-CHO	-0.612	[2967.881149, 1752.571691, 1314.585346, 1248.891306, 942.380403, 712.208737, 529.339306, 323.495439, 242.193101, 159.476543, 50.980756]	Input File Tutorial.
Rh	111	H-CHOH	-0.758	[3521.7419, 3001.493716, 1914.910901, 1374.442804, 1181.100282, 1053.717942, 1011.208881, 590.956136, 513.012423, 406.250806, 281.873988, 253.320133, 124.323766, 100.073941]	Input File Tutorial.
Rh	111	H-CHOO	-2.748	[2923.994128, 2282.375729, 1383.199802, 1303.696152, 1170.134895, 1032.982786, 918.598724, 886.268092, 553.05556, 419.787564, 409.429646, 267.466599, 169.115395, 109.052907]	Input File Tutorial.
Rh	111	H-CHOOH	-3.112	[3609.636011, 3014.975364, 1626.358904, 1401.912224, 1282.249627, 1246.580026, 1066.303364, 942.832299, 763.11368, 589.728045, 521.624508, 363.422361, 276.922933, 145.77395, 102.551504, 70.610742, 29.418874]	Input File Tutorial.
Rh	111	H-CO	-0.587	[1975.228986, 1732.02953, 1121.154011, 696.626788, 380.465375, 242.283935, 224.046681, 61.669648]	Input File Tutorial.
Rh	111	H-COH	-0.705	[3676.450442, 1921.945228, 1222.219458, 1072.706511, 843.63104, 525.277051, 406.639988, 320.15566, 290.092524, 260.588906, 113.24492]	Input File Tutorial.
Rh	111	H-COO	-2.783	[2016.985466, 1623.687736, 1148.734542, 773.554755, 655.032374, 270.285035, 232.214669, 211.116388, 100.38718, 93.198038, 37.817889]	Input File Tutorial.
Rh	111	H-COOH	-3.129	[3657.171531, 1696.673154, 1420.555712, 1266.604487, 1026.365496, 980.87537, 809.782613, 606.084686, 542.202221, 279.267988, 241.291915, 138.057471, 93.53079, 83.602192]	Input File Tutorial.
Rh	111	H-OCCH2O	-0.751	[2952.844832, 2907.429797, 1490.553807, 1424.711532, 1297.756936, 1228.577453, 1196.941847, 1013.749594, 894.619247, 880.87564, 538.298994, 519.928408, 420.979182, 387.790243, 307.566608, 212.880539, 133.803675, 100, 96.319131, 72.568056]	Input File Tutorial.
Rh	111	H-OCCH2OH	-1.417	[3550.939646, 3067.088557, 2939.466952, 1553.676954, 1454.429792, 1375.378807, 1314.928247, 1197.667805, 1177.367024, 1025.344521, 961.314815, 889.908933, 581.342069, 543.065769, 422.449165, 390.215326, 313.443201, 301.575724, 148.759059, 102.062955, 100, 59.611385, 18.319417]	Input File Tutorial.
Rh	111	H-OCCHO	-0.729	[3007.35605, 1430.854929, 1322.047815, 1151.561184, 1027.310235, 899.834725, 887.640711, 691.935287, 584.739634, 486.778946, 360.750345, 289.32329, 256.202299, 232.360267, 172.281171, 138.964059, 99.231612]	Input File Tutorial.
Rh	111	H-OCCHOH	-1.055	[3699.152086, 3111.097926, 1407.696082, 1280.972486, 1240.928524, 1118.156088, 1019.546179, 922.738761, 805.241399, 751.101457, 645.219819, 488.749859, 429.981522, 340.793515, 335.244773, 268.830079, 168.368949, 121.920981, 93.147408, 79.590473]	Input File Tutorial.
Rh	111	H-OCCOH	-0.692	[3670.338224, 1456.068461, 1274.637739, 1165.093115, 1122.051795, 918.94773, 742.106041, 512.647122, 494.124506, 392.785246, 368.022695, 357.280721, 271.835756, 236.774397, 152.37518, 123.725034, 92.608521]	Input File Tutorial.
Rh	111	H-OCH2CH2OH	-2.027	[3689.553278, 3078.374499, 2987.944621, 2968.658977, 2915.755211, 1458.493991, 1440.753842, 1376.205557, 1357.528234, 1338.112551, 1277.639854, 1176.130119, 1046.286648, 1018.649931, 997.366288, 923.764184, 850.662611, 802.433652, 514.040278, 462.524338, 433.183928, 338.138487, 316.618493, 227.752589, 194.368221, 132.845395, 89.641101, 68.206446, 62.511901]	Input File Tutorial.
Rh	111	H-OCH2CHOH	-1.478	[3701.292762, 2959.977203, 2939.942896, 2864.90865, 1430.750322, 1363.345096, 1328.134739, 1224.093626, 1201.409105, 1099.45717, 1030.31899, 983.547092, 893.895187, 850.754988, 812.756377, 653.73914, 569.068743, 468.052063, 390.953595, 370.243283, 327.362001, 271.080206, 205.331117, 138.320758, 100.428345, 67.442404]	Input File Tutorial.
Rh	111	H-OCHCHOH	-1.337	[3629.281226, 3109.864706, 3039.190764, 1476.544936, 1363.331316, 1239.841397, 1199.979908, 1103.353686, 927.072233, 885.833469, 850.67072, 805.711702, 700.008312, 563.688272, 491.638665, 453.687173, 371.07343, 293.682955, 225.578874, 178.580611, 129.041378, 101.316408, 86.755504]	Input File Tutorial.
Rh	111	H-OCOH	-3.045	[3637.245651, 1479.096275, 1214.892935, 1125.050197, 851.259285, 681.764449, 593.307336, 489.1094, 362.432786, 344.956496, 253.124721, 88.828412, 77.695036, 43.357945]	Input File Tutorial.
Rh	111	H-OH	-1.941	[3631.770296, 1056.689387, 575.570861, 543.398099, 379.01539, 328.649602, 192.735779, 100]	Input File Tutorial.
Rh	111	H2O	-3.2	[3892.728213, 3777.220075, 1627.492669]	Input File Tutorial.
Rh	111	HCO-OH	-3.036	[3688.548816, 2966.826361, 1338.362922, 1151.473701, 921.001058, 762.381389, 640.687878, 519.401913, 393.428076, 360.207608, 319.471518, 191.719952, 141.099879, 80.411827]	Input File Tutorial.
Rh	111	HCOO	-3.808	[2999.752646, 1491.677369, 1350.83036, 1292.842377, 970.730357, 738.327273, 315.297507, 305.533589, 284.419305, 135.815782, 107.513787, 90.399413]	Input File Tutorial.
Rh	111	HCOO-H	-3.196	[2972.132076, 1520.393441, 1341.37337, 1283.831708, 976.033738, 771.543638, 597.67761, 569.34001, 302.856564, 279.291831, 226.838772, 91.776659, 81.920545, 21.400265]	Input File Tutorial.
Rh	111	HCOOH	-3.239	[3620.910647, 3001.741511, 1359.049206, 1231.424311, 1098.789938, 1048.827754, 805.482172, 593.928834, 476.453497, 330.981091, 268.727088, 186.789921, 160.721076, 121.825681, 65.680778]	Input File Tutorial.
Rh	111	HO-CCH2O	-0.797	[3687.51455, 2963.19427, 2920.281259, 1436.277976, 1269.430737, 1131.899256, 1067.468474, 939.552081, 934.120695, 759.807823, 548.834171, 542.663111, 446.132351, 409.860762, 382.269545, 325.5208, 156.480199, 130.578473, 115.136674, 70.676844]	Input File Tutorial.
Rh	111	HO-CCH2OH	-1.553	[3709.591209, 3686.17378, 3055.249252, 2919.761915, 1430.40298, 1367.45128, 1300.375845, 1166.362524, 1044.597365, 970.311504, 906.531747, 754.857444, 649.144709, 601.842997, 450.382259, 396.834199, 335.244602, 249.825164, 242.821628, 159.868666, 132.334247, 95.015563, 55.105206]	Input File Tutorial.
Rh	111	HO-CCHO	-0.723	[3687.404645, 3020.802016, 1445.094777, 1305.208368, 1132.771402, 917.702052, 784.142182, 599.245716, 532.581024, 446.487548, 404.860932, 359.492497, 223.719717, 138.975992, 107.539528, 106.973955, 83.741609]	Input File Tutorial.
Rh	111	HO-CCHOH	-1.012	[3671.142241, 3595.612379, 3095.65278, 1390.620251, 1229.381237, 1183.996504, 1028.81924, 839.846135, 763.371615, 646.887771, 609.704091, 489.488992, 444.763711, 373.493469, 331.443527, 301.747172, 197.922181, 150.324548, 121.792715, 69.582879]	Input File Tutorial.
Rh	111	HO-CCOH	-0.316	[3693.469005, 3686.918523, 1468.891598, 1221.986888, 1006.986618, 731.99613, 642.609411, 602.404617, 478.809068, 388.512291, 356.203697, 343.339558, 302.363411, 197.081874, 148.028302, 135.747408, 51.21071]	Input File Tutorial.
Rh	111	HO-CH2CHOH	-1.551	[3600.566513, 3515.659046, 3230.51349, 3113.184802, 2981.845416, 1477.113122, 1375.293372, 1233.602516, 1155.698984, 1095.501982, 1035.784588, 914.808772, 836.785397, 775.47984, 705.290608, 554.140936, 459.727565, 435.259543, 390.235686, 300.259061, 245.608301, 182.15862, 166.804574, 114.265371, 90.988471, 59.700133]	Input File Tutorial.
Rh	111	HO-CHCH2OH	-1.804	[3706.139592, 3594.941593, 3028.97452, 3014.391292, 2957.497452, 1410.025894, 1340.60742, 1324.22492, 1182.603488, 1157.66525, 1038.612852, 921.540185, 861.525124, 773.907634, 766.11937, 620.168693, 497.16155, 480.244246, 460.536173, 380.951958, 251.544978, 168.600808, 164.629333, 136.324849, 110.948319, 91.035074]	Input File Tutorial.
Rh	111	HO-COH	-2.707	[3677.322828, 3640.30074, 1259.453637, 1121.236082, 733.047471, 689.627316, 471.859484, 461.7864, 372.036224, 295.490959, 254.114534, 183.976618, 129.062661, 120.587098]	Input File Tutorial.
Rh	111	HOC(-H)CHOH	-1.48	[3635.751067, 3598.064158, 3037.856617, 1912.235317, 1377.729573, 1282.47919, 1215.714767, 1107.541795, 1030.623531, 927.581222, 847.970424, 664.329408, 650.799881, 527.906217, 477.474428, 422.90782, 341.442364, 266.387161, 227.091479, 214.399575, 128.640252, 119.847476, 71.880787]	Input File Tutorial.
Rh	111	HOC-CH2O	-0.568	[3606.157772, 3032.772252, 2932.561808, 1489.418027, 1284.455145, 1175.534672, 1173.779008, 1011.726284, 993.388714, 675.221688, 455.342004, 393.585878, 368.92754, 360.744032, 278.017814, 206.205645, 148.565361, 138.94755, 110.856862, 59.858687]	Input File Tutorial.
Rh	111	HOC-CH2OH	-0.937	[3631.791685, 3517.227279, 3129.427832, 2894.76905, 1430.46359, 1339.197115, 1229.075303, 1161.630768, 1107.147357, 1058.961737, 983.749175, 757.215005, 549.321691, 526.651109, 448.464004, 383.739393, 325.359771, 258.626637, 208.03421, 174.108318, 145.250154, 106.921822, 58.535216]	Input File Tutorial.
Rh	111	HOC-CHO	-0.754	[3608.034385, 2971.426601, 1294.086797, 1250.408805, 1186.936033, 1042.935994, 849.605206, 569.457772, 461.611131, 442.356465, 342.26109, 329.213123, 273.934322, 261.723315, 171.05373, 143.202856, 130.643352]	Input File Tutorial.
Rh	111	HOC-CHOH	-0.621	[3642.071173, 3564.748477, 2988.166188, 1351.578252, 1192.619474, 1152.963017, 1094.621649, 1016.524534, 893.598483, 547.876487, 452.947401, 417.672719, 350.632532, 297.193358, 256.330264, 237.507283, 223.072621, 124.731108, 108.217781, 25.329787]	Input File Tutorial.
Rh	111	HOCC(-H)OH	-1.341	[3664.975443, 3654.753354, 1837.778149, 1403.7097, 1265.505859, 1180.071582, 1113.746779, 952.146993, 747.094318, 650.766334, 551.537567, 465.408173, 421.630267, 348.686624, 318.127906, 254.173205, 240.353591, 132.853498, 109.429728, 89.035987]	Input File Tutorial.
Rh	111	HOCCH(-H)O	-1.114	[3533.383017, 2971.198746, 1524.138959, 1357.826205, 1302.421638, 1261.640587, 1186.276377, 997.518775, 920.569313, 668.657234, 622.048664, 563.01271, 519.777901, 440.143118, 326.089233, 277.650199, 230.819956, 125.179764, 95.656314, 32.294377]	Input File Tutorial.
Rh	111	HOCCH(-H)OH	-1.46	[3613.363817, 3555.779709, 3035.878381, 1985.258486, 1367.425276, 1250.117363, 1213.311583, 1145.8077, 1053.649783, 1000.073361, 912.618757, 665.828398, 583.998599, 470.335243, 428.413761, 378.568324, 367.927418, 278.347381, 255.329023, 176.378698, 122.904952, 100.439893, 81.29607]	Input File Tutorial.
Rh	111	HOCCH-OH	-1.248	[3691.599005, 3651.318319, 3090.924829, 1299.571712, 1150.90929, 1029.736054, 975.793384, 889.369996, 765.001773, 653.067811, 615.544624, 489.232783, 446.249605, 371.651286, 360.252312, 272.691622, 233.846731, 165.98074, 143.083165, 123.80533]	Input File Tutorial.
Rh	111	HOCCH2-O	-0.325	[3490.484341, 3150.24582, 3056.267245, 1411.662976, 1258.063081, 1073.997449, 1033.47209, 973.89634, 924.823987, 665.503519, 542.302683, 457.074862, 415.792395, 342.99927, 291.827475, 270.275351, 255.328815, 181.655487, 116.440954, 106.678615]	Input File Tutorial.
Rh	111	HOCCH2-OH	-0.862	[3609.124256, 3584.362218, 3184.458621, 3060.131724, 1446.434904, 1193.326296, 1121.970474, 1018.620264, 1014.930356, 817.20815, 788.262942, 719.254068, 564.775957, 520.644327, 390.137407, 368.041832, 298.65951, 275.597031, 261.328529, 170.401274, 150.057001, 131.078747, 116.680959]	Input File Tutorial.
Rh	111	HOCCH2O	-1.512	[3417.957756, 2938.718134, 2900.739797, 1429.029932, 1307.686937, 1252.553203, 1189.015064, 1067.720756, 1036.225245, 920.633819, 901.76598, 534.023643, 508.266967, 437.598639, 389.235406, 305.368324, 275.911866, 133.060302, 124.86577, 106.728323, 78.261727]	Input File Tutorial.
Rh	111	HOCCH2O-H	-1.274	[3432.180413, 2979.45617, 2931.908386, 1435.66095, 1305.752287, 1258.548385, 1193.057742, 1087.482911, 1037.467757, 955.284593, 940.76214, 883.049129, 584.81736, 513.497681, 495.548053, 423.43083, 345.875401, 311.337132, 280.250478, 160.563929, 146.886791, 129.626509, 108.068249]	Input File Tutorial.
Rh	111	HOCCH2OH	-2.056	[3694.431248, 3583.018654, 3019.733241, 2932.478858, 1444.656168, 1361.540892, 1317.610827, 1202.126613, 1157.999219, 1003.663966, 987.603006, 926.431954, 828.756103, 637.057915, 490.541701, 438.057645, 393.758918, 266.567461, 259.588462, 244.260307, 175.264134, 124.697817, 58.269514, 27.587187]	Input File Tutorial.
Rh	111	HOCCHO	-1.551	[3640.239098, 2974.404775, 1433.753464, 1322.150984, 1175.06532, 1121.467414, 908.772446, 899.363898, 587.400133, 475.698003, 455.833377, 372.711817, 276.552129, 253.582216, 249.458283, 159.280775, 139.318791, 94.557193]	Input File Tutorial.
Rh	111	HOCCHO-H	-0.844	[3646.965868, 2970.967369, 1553.52555, 1340.562206, 1174.631863, 1151.39786, 1040.908857, 914.972732, 844.250637, 657.078673, 526.037706, 511.284056, 449.365134, 364.543542, 289.787862, 233.032054, 168.252227, 120.274537, 100, 77.092118]	Input File Tutorial.
Rh	111	HOCCHOH	-1.724	[3626.430004, 3569.643453, 3027.931353, 1365.671697, 1263.861821, 1196.713878, 1105.638073, 1022.311571, 935.73132, 851.281745, 657.724642, 529.119695, 443.671021, 368.386326, 355.978109, 273.091647, 246.688633, 187.62712, 139.517264, 111.354778, 71.470544]	Input File Tutorial.
Rh	111	HOCCOH	-1.674	[3679.294828, 3657.263054, 1408.379761, 1259.818215, 1189.071384, 1134.937558, 962.505138, 735.091132, 522.711323, 446.973496, 369.34747, 363.474167, 325.169372, 253.587581, 249.695365, 129.00044, 118.701887, 88.793812]	Input File Tutorial.
Rh	111	HOCH(-H)CHOH	-1.559	[3672.728511, 3613.363542, 3066.355297, 2997.422577, 1496.13058, 1419.957592, 1343.822401, 1263.837179, 1240.756971, 1147.189153, 1131.921099, 1085.223996, 930.704959, 878.075051, 808.365708, 632.013955, 618.514124, 451.024495, 377.241874, 304.761465, 269.362706, 197.782391, 155.903029, 100, 75.02053, 23.617072]	Input File Tutorial.
Rh	111	HOCH2-CHOH	-0.992	[3675.033131, 3505.113104, 3105.251548, 3032.616475, 2981.690105, 1437.97572, 1353.049772, 1332.27044, 1240.274207, 1166.458189, 1104.582224, 1017.979146, 978.925277, 928.133357, 748.921236, 469.562178, 449.872479, 422.475111, 395.969662, 319.267826, 241.237769, 201.626416, 167.732612, 120.818297, 96.840457, 88.538101]	Input File Tutorial.
Rh	111	HOCH2CH(-H)OH	-2.053	[3667.054227, 3568.160854, 3058.616489, 2969.83921, 2916.18557, 1880.314933, 1453.842589, 1378.491649, 1347.129987, 1323.53177, 1252.480508, 1208.915147, 1135.543546, 1046.154523, 982.877379, 914.836483, 833.917055, 647.264976, 530.460954, 459.691387, 372.533901, 287.51074, 253.599583, 189.164581, 184.758321, 133.386609, 89.328513, 81.786051, 62.948992]	Input File Tutorial.
Rh	111	HOCH2CH2-OH	-1.228	[3671.807355, 3643.7932, 3237.879105, 3122.616518, 2984.27679, 2586.200327, 1447.877542, 1409.667511, 1332.873292, 1266.012317, 1165.204684, 1099.708914, 1034.158452, 867.364577, 789.06598, 689.354954, 673.827154, 604.93993, 464.327906, 455.805745, 373.70046, 317.611902, 228.382943, 183.525204, 146.901918, 130.170488, 102.881891, 74.198214, 42.273058]	Input File Tutorial.
Rh	111	HOCH2CH2OH	-2.97	[3697.508619, 3674.574034, 3056.148125, 3039.022469, 2975.527942, 2958.123082, 1465.317325, 1463.484934, 1394.777978, 1378.749749, 1346.783858, 1324.923997, 1262.834553, 1128.352969, 1045.636578, 1022.397578, 996.351111, 863.135022, 816.431383, 503.949857, 386.98222, 352.617064, 339.650384, 222.311428, 171.204639, 113.416382, 100, 88.0939, 62.294057, 39.209398]	Input File Tutorial.
Rh	111	HOCH2CHOH	-2.537	[3689.565985, 3671.601262, 3050.405205, 2964.524245, 2943.100899, 1449.088676, 1371.324773, 1341.669538, 1318.00854, 1223.185443, 1151.536105, 1082.36165, 1006.429607, 974.66228, 860.887607, 828.272978, 622.191183, 540.702158, 483.127176, 367.175729, 316.748698, 212.924907, 212.098221, 190.39897, 111.667366, 78.518507, 32.59891]	Input File Tutorial.
Rh	111	HOCHCH-OH	-0.853	[3708.381153, 3702.788453, 3062.793024, 2904.899923, 1337.065866, 1178.213898, 1093.141651, 1056.050683, 923.838898, 833.644089, 797.837194, 706.430195, 608.206103, 520.796658, 454.801515, 421.45336, 395.557117, 358.237464, 217.539272, 191.761686, 160.825122, 122.853918, 64.736014]	Input File Tutorial.
Rh	111	HOCHCHOH	-2.05	[3622.770266, 3619.296316, 3101.049965, 3081.23437, 1527.188779, 1371.419884, 1259.617636, 1233.642624, 1166.840277, 1100.956564, 918.368424, 848.062206, 803.862004, 658.390568, 496.465888, 444.816502, 355.821485, 350.364893, 262.963198, 182.693114, 165.656575, 84.599547, 72.746023, 47.888813]	Input File Tutorial.
Rh	111	HOCOH	-3.721	[3493.047129, 3490.155415, 1363.025878, 1358.15511, 1131.686189, 1091.520724, 667.793438, 653.005571, 576.069974, 504.42077, 300.871023, 276.3662, 122.871871, 103.353291, 62.985748]	Input File Tutorial.
Rh	111	O	-2.189	[454.764516, 298.816384, 297.497357]	Input File Tutorial.
Rh	111	O-CCH2O	0.173	[2975.72765, 2928.316507, 1437.266995, 1270.189816, 1128.508662, 1091.811306, 946.89772, 935.165831, 562.600541, 489.694209, 433.326549, 401.516292, 327.249274, 259.971611, 162.083006, 119.543456, 95.027324]	Input File Tutorial.
Rh	111	O-CCH2OH	-0.577	[3723.615663, 3062.372028, 2962.67693, 1441.150144, 1362.257214, 1315.755341, 1162.388398, 1013.905613, 985.737511, 901.737846, 564.405901, 481.689607, 434.639913, 314.474415, 283.433454, 262.425384, 176.162794, 100, 87.653987, 85.313328]	Input File Tutorial.
Rh	111	O-CCHO	0.551	[2942.389501, 1625.457343, 1331.218272, 1023.869344, 943.627709, 604.025037, 439.513872, 386.948542, 327.857053, 168.68098, 121.55447, 107.875762, 83.798203, 58.413864]	Input File Tutorial.
Rh	111	O-CCHOH	0.129	[3128.670715, 2963.971894, 1480.58892, 1319.016298, 1223.28267, 1148.463742, 947.617012, 821.363342, 636.723472, 503.629945, 439.231586, 304.383768, 251.183974, 230.628209, 95.494837, 78.963328, 73.098698]	Input File Tutorial.
Rh	111	O-CCOH	1.104	[3693.224007, 1314.760829, 1195.269927, 952.314296, 620.664271, 512.108247, 424.952923, 392.932448, 378.52462, 299.289768, 224.794003, 168.464864, 71.466895, 36.704582]	Input File Tutorial.
Rh	111	O-CH2CH2O	-0.385	[3199.558754, 3096.333621, 3009.067211, 2861.396867, 1439.999842, 1430.545808, 1337.5646, 1198.643669, 1156.463883, 1061.829171, 966.925738, 929.628311, 833.357146, 678.015306, 489.637878, 389.039313, 319.533656, 277.287807, 260.316103, 206.154802, 166.322618, 98.517618, 82.557666]	Input File Tutorial.
Rh	111	O-CH2CH2OH	-0.922	[3704.810979, 3209.757079, 3106.959164, 2922.701398, 2873.563849, 1433.095002, 1426.842871, 1374.154249, 1254.658434, 1184.703911, 1108.394588, 1055.113539, 979.147835, 869.969956, 847.821416, 707.449798, 453.980126, 421.893556, 380.892146, 254.476403, 241.725099, 207.857784, 149.776254, 123.871949, 91.842332, 62.294983]	Input File Tutorial.
Rh	111	O-CH2CHO	-0.742	[3223.438125, 3113.690642, 3000.126976, 1443.534995, 1335.338466, 1166.810558, 1109.592942, 990.264286, 900.794575, 814.62833, 722.281592, 478.373782, 454.199311, 408.496673, 320.013167, 292.295254, 224.265781, 162.440703, 131.688872, 88.078983]	Input File Tutorial.
Rh	111	O-CH2CHOH	-1.137	[3593.457911, 3231.72357, 3122.319941, 3017.040191, 1460.239551, 1366.79213, 1227.749854, 1130.001982, 1078.80207, 1005.286508, 886.64369, 797.59171, 698.83585, 471.655262, 445.381151, 416.013644, 400.165685, 300.943715, 264.999622, 188.202879, 122.307893, 87.244562, 37.555092]	Input File Tutorial.
Rh	111	O-CH2CO	-0.497	[3236.282255, 3096.830896, 1431.660539, 1333.701789, 1086.00303, 977.231946, 911.850672, 677.070658, 578.675529, 451.817274, 399.330869, 343.107771, 272.301636, 265.187804, 182.450867, 149.752331, 118.112132]	Input File Tutorial.
Rh	111	O-CH2O	-2.619	[3063.027844, 2971.926275, 1510.408065, 1355.698198, 1184.348529, 1124.340076, 792.492525, 441.278687, 389.367077, 292.062425, 274.70824, 180.048586, 115.939137, 83.3879]	Input File Tutorial.
Rh	111	O-CH2OH	-2.041	[3472.6156, 3128.500515, 1699.066769, 1371.595952, 1338.832228, 1196.605961, 1133.945067, 973.091598, 740.071303, 504.042683, 453.39819, 341.33384, 266.477303, 218.782665, 125.721865, 106.787075, 100]	Input File Tutorial.
Rh	111	O-CHCH2O	-0.539	[3083.465897, 2958.403931, 2912.42574, 1392.663971, 1287.938574, 1180.329617, 1161.888307, 1028.078175, 919.168104, 844.199622, 763.854737, 629.565465, 491.333438, 458.485415, 351.466275, 302.142668, 253.647497, 210.341176, 161.166269, 111.362363]	Input File Tutorial.
Rh	111	O-CHCH2OH	-1.113	[3615.565656, 3034.172673, 3013.076835, 2956.088866, 1421.011709, 1341.583868, 1330.189522, 1189.084813, 1165.323765, 1033.463871, 910.967321, 874.84417, 734.961294, 609.261865, 486.90849, 472.64317, 441.769818, 286.359987, 221.613492, 194.440862, 141.092805, 110.134278, 97.343055]	Input File Tutorial.
Rh	111	O-CHCHO	-0.425	[3103.624221, 2984.885458, 1419.607078, 1333.290121, 1168.889272, 1035.176866, 889.305844, 805.341645, 682.902536, 486.091551, 446.892674, 298.3714, 275.692387, 258.456421, 178.941878, 137.535695, 107.309723]	Input File Tutorial.
Rh	111	O-CHCHOH	-0.18	[3678.553217, 3045.936057, 2779.542181, 1382.813535, 1232.648244, 1153.685195, 1104.760782, 936.995734, 877.922307, 798.416965, 577.535421, 477.720391, 454.848173, 433.967229, 400.739249, 261.729018, 214.793462, 177.764036, 129.214403, 97.922753]	Input File Tutorial.
Rh	111	O-CHCO	0.112	[3084.526842, 1655.533214, 1053.872383, 909.255145, 761.952093, 649.163929, 471.375871, 465.957519, 438.661937, 284.506446, 232.679877, 177.518457, 135.020265, 73.403097]	Input File Tutorial.
Rh	111	O-CHCOH	-0.234	[3672.999185, 3099.323605, 1308.346947, 1189.369892, 1054.959167, 1017.285319, 859.157558, 653.067851, 580.553577, 464.376122, 450.077581, 414.774648, 293.078576, 259.962672, 198.654051, 147.553806, 26.879016]	Input File Tutorial.
Rh	111	O-CHOH	-2.406	[3468.078617, 3069.495352, 1373.678785, 1222.753757, 1157.658993, 933.556129, 572.409033, 518.040241, 451.392273, 353.375892, 277.545721, 238.454857, 131.126068, 106.531876]	Input File Tutorial.
Rh	111	O-COH	-1.738	[3677.995306, 1260.707567, 1128.207146, 524.430458, 469.814376, 402.648569, 295.79711, 245.252136, 207.078833, 176.001492, 80.900877]	Input File Tutorial.
Rh	111	O-H	-1.328	[1035.077144, 470.40254, 410.389418, 272.376344, 177.488999]	Input File Tutorial.
Rh	111	OC(-H)CH2OH	-1.751	[3614.930831, 3084.296758, 3012.446871, 1658.5597, 1455.429977, 1388.657608, 1353.580994, 1326.701058, 1175.319302, 1015.196179, 947.126457, 900.787818, 833.615677, 705.365136, 530.995244, 465.129749, 370.160429, 266.315353, 181.274157, 152.002163, 110.881662, 84.52216, 83.054428]	Input File Tutorial.
Rh	111	OC(-H)CHO	-1.308	[3023.183639, 1830.644838, 1348.376908, 1292.991201, 1189.711665, 1005.954313, 804.525977, 638.850191, 553.14555, 536.097682, 427.884232, 367.004546, 310.131876, 250.054502, 189.574931, 144.912842, 116.263661]	Input File Tutorial.
Rh	111	OC(-H)CHOH	-1.554	[3656.241949, 3135.157703, 1817.991485, 1413.763252, 1322.036882, 1257.967606, 1134.613065, 972.659816, 826.483026, 746.187842, 571.404492, 523.992954, 502.88698, 354.105712, 336.761693, 273.161671, 204.839184, 164.188988, 139.665828, 102.695411]	Input File Tutorial.
Rh	111	OC(-H)COH	-1.024	[3576.686955, 1740.802515, 1600.126954, 1285.685734, 1108.159888, 893.871839, 798.465069, 683.34158, 641.288395, 489.171388, 410.536732, 302.456173, 271.690968, 245.809283, 145.344644, 126.363748, 59.153302]	Input File Tutorial.
Rh	111	OC-CH2OH	-0.998	[3644.261385, 3131.949468, 3041.026415, 1681.705646, 1446.757857, 1334.93286, 1190.568719, 1087.580946, 967.566178, 813.630081, 487.056005, 453.035798, 379.272305, 282.204115, 242.483841, 167.031745, 147.337256, 100, 87.27225, 73.432299]	Input File Tutorial.
Rh	111	OC-CHO	-0.992	[2961.668694, 1627.360075, 1273.65489, 1222.083034, 871.242421, 546.145962, 417.607697, 402.815051, 322.707891, 268.044173, 243.786957, 177.234145, 115.114142, 73.337207]	Input File Tutorial.
Rh	111	OC-CHOH	-0.929	[3685.395121, 2931.385084, 1727.82305, 1360.529579, 1181.857345, 1117.347605, 891.915968, 525.521228, 507.686827, 445.807137, 308.883722, 269.783217, 247.827603, 204.17642, 125.290149, 69.558835, 37.348827]	Input File Tutorial.
Rh	111	OC-COH	-1.031	[3494.09269, 1583.103708, 1266.53871, 1116.205375, 684.030668, 520.780725, 452.285357, 408.061611, 385.021915, 292.773234, 217.195433, 170.298916, 140.895593, 87.553785]	Input File Tutorial.
Rh	111	OCC(-H)OH	-1.003	[3614.239818, 1902.755999, 1648.597282, 1279.334139, 1059.599794, 845.341129, 762.686527, 627.149436, 568.170371, 426.958029, 407.022809, 301.543974, 254.182682, 230.674913, 163.083951, 123.61944, 87.300152]	Input File Tutorial.
Rh	111	OCC-OH	-0.374	[3676.753666, 1791.239964, 971.10001, 737.600642, 636.760009, 538.480179, 527.689357, 406.376338, 372.21944, 333.528426, 205.357857, 139.667236, 134.064579, 72.10363]	Input File Tutorial.
