surface_name	site_name	species_name	formation_energy	frequencies	reference
Rh	111	CH3-CHOOH	-1.069	[3595.604228, 3131.578032, 3075.871954, 3031.876271, 2381.399517, 1410.434177, 1401.702456, 1340.409121, 1276.69509, 1217.62659, 1164.636178, 1113.16618, 1005.312016, 718.562323, 652.923117, 580.545039, 495.114821, 397.01529, 312.135859, 243.029096, 233.582775, 208.027711, 125.215734, 100, 90.685488, 77.142723]	Input File Tutorial.
Rh	111	CH3-CO	0.5931401	[3160.594599, 3061.367026, 2575.661493, 1807.005521, 1426.629848, 1336.458711, 1204.604138, 828.410941, 728.00149, 462.824286, 404.92754, 325.365775, 312.166857, 250.580447, 100.922213, 99.945212, 37.73618]	Input File Tutorial.
Rh	111	CH3-COH	0.7147079	[3596.845077, 3166.314473, 3080.788842, 2902.619539, 1429.265622, 1412.598701, 1225.158654, 1216.395192, 1034.293267, 862.153335, 812.452175, 474.807674, 462.392718, 346.705554, 345.440529, 283.000584, 271.674725, 190.629545, 138.427825, 86.669061]	Input File Tutorial.
Rh	111	CH3-COO	-1.297	[3164.123612, 3081.49415, 2923.394243, 1425.227259, 1415.177361, 1323.532797, 1189.80819, 1053.876016, 838.16696, 776.497169, 638.870282, 455.506635, 343.592027, 314.443684, 282.06656, 269.648767, 135.176473, 119.920367, 100, 60.213777]	Input File Tutorial.
Rh	111	CH3-COOH	-1.558	[3560.469254, 3097.557059, 3083.816944, 2978.556862, 1434.032921, 1421.562745, 1410.185391, 1203.813225, 1193.076308, 966.276883, 818.497169, 761.024846, 650.014464, 539.427356, 442.197644, 335.992979, 319.218749, 281.448194, 226.482201, 128.092807, 117.390505, 95.655615, 77.939531]	Input File Tutorial.
Rh	111	CH3-H	0.866	[3121.867464, 3088.893235, 3001.426631, 1783.150615, 1440.344488, 1412.370681, 1203.210701, 829.821633, 759.890289, 408.908259, 153.506988, 119.133675, 107.692457, 71.641573]	Input File Tutorial.
Rh	111	CH3-O	0.042	[3224.57143, 3152.398325, 3006.196279, 1417.075216, 1408.666049, 1129.624132, 827.960038, 715.692076, 393.172574, 282.505838, 228.66852, 173.071904, 166.415982, 82.656228]	Input File Tutorial.
Rh	111	CH3-OH	-0.387	[3663.167473, 3154.018876, 3056.293242, 1685.106907, 1384.94645, 1295.422004, 1134.710089, 825.717943, 793.710365, 723.511249, 636.520992, 416.231241, 381.079467, 348.941788, 178.409603, 146.271914, 114.545616]	Input File Tutorial.
Rh	111	CH3C(-H)O	-0.20781851	[3099.757543, 3059.278146, 2985.165867, 1616.028968, 1455.908778, 1454.483367, 1385.403286, 1369.014725, 1076.489682, 1054.850217, 1017.11336, 883.954384, 758.182285, 523.685026, 284.239351, 212.429115, 160.407031, 127.344244, 123.815173, 47.058396]	Input File Tutorial.
Rh	111	CH3C(-H)OH	-0.58579147	[3467.450247, 3070.283104, 3005.001682, 2899.683766, 1934.181616, 1453.752285, 1405.04426, 1384.505832, 1280.59378, 1102.575681, 1003.322563, 985.606005, 896.655795, 654.356576, 542.336078, 458.040235, 426.256773, 264.88092, 249.169115, 203.531392, 135.751497, 119.014458, 97.265629]	Input File Tutorial.
Rh	111	CH3C(-H)OO	-2.195	[3127.169665, 3095.222892, 3007.720878, 1464.701495, 1460.985323, 1367.078199, 1268.807465, 1199.434923, 1125.76542, 1083.299263, 1036.328976, 936.951901, 924.820309, 669.231744, 584.151912, 526.290326, 336.366607, 262.957973, 201.310753, 188.397002, 140.123027, 116.41459, 100.198482]	Input File Tutorial.
Rh	111	CH3C(-H)OOH	-2.554	[3641.323701, 3113.742018, 3080.562612, 2995.660428, 1691.491437, 1468.99024, 1466.627197, 1422.940573, 1379.234307, 1171.895389, 1107.56809, 1005.823511, 968.048192, 783.45998, 708.847008, 618.344747, 566.100463, 505.355883, 420.799781, 239.78318, 196.700435, 192.753863, 162.170726, 124.088267, 87.943817, 72.146409]	Input File Tutorial.
Rh	111	CH3CH(-H)O	0.5265256	[3079.087643, 3061.116068, 2980.593495, 2973.439009, 1990.946735, 1460.553248, 1456.836216, 1382.425509, 1334.675088, 1199.08431, 1069.177878, 1051.243389, 995.238157, 846.959495, 521.164551, 496.561118, 382.53441, 252.767966, 215.268716, 180.658388, 146.9747, 108.465743, 71.90071]	Input File Tutorial.
Rh	111	CH3CH(-H)OH	-0.32867765	[3598.4163, 3076.561278, 3065.383317, 3048.036872, 2975.862399, 2038.36673, 1473.42928, 1463.550796, 1392.931929, 1387.023712, 1246.703539, 1211.136629, 1044.239115, 1033.106617, 967.328356, 783.806992, 561.606173, 501.673132, 448.904977, 374.372646, 255.027116, 219.481208, 103.42396, 100, 77.922717, 53.686914]	Input File Tutorial.
Rh	111	CH3CH2O	-0.051853776	[3063.778258, 3029.415474, 2997.235324, 2954.589598, 2944.581017, 1473.004909, 1462.308081, 1455.214793, 1379.844312, 1350.506415, 1274.148628, 1127.950407, 1069.175131, 996.667404, 847.308947, 795.448885, 441.880131, 314.328566, 287.337218, 239.057998, 133.102929, 79.926382, 52.939116, 38.604587]	Input File Tutorial.
Rh	111	CH3CH2O-H	-0.100838184	[3062.707249, 3048.460733, 3010.463095, 2970.020247, 2964.381205, 1483.862677, 1467.747089, 1465.187356, 1382.291542, 1346.390099, 1266.50862, 1130.886034, 1092.547196, 1078.149202, 984.246771, 844.898008, 798.746219, 452.144615, 425.530219, 293.557699, 251.982062, 207.214062, 160.991426, 100, 92.223811, 46.737899]	Input File Tutorial.
Rh	111	CH3CHO	-0.082312584	[3076.124055, 3031.633248, 2955.40142, 2932.847646, 1457.699713, 1450.850122, 1375.263826, 1323.370197, 1121.048821, 1066.226338, 1022.021953, 898.98223, 806.325099, 508.490099, 444.755507, 309.973586, 225.092003, 211.680643, 171.719577, 129.969943, 96.621207]	Input File Tutorial.
Rh	111	CH3CHO-H	0.06768161	[3076.521131, 3021.475015, 2955.91008, 2936.917066, 1457.827372, 1449.339416, 1372.302036, 1312.665891, 1121.04072, 1108.989734, 1046.172975, 1011.442128, 881.838472, 798.237226, 552.669174, 499.384038, 413.107737, 296.605525, 218.18713, 208.391317, 166.594967, 126.585655, 70.801972]	Input File Tutorial.
Rh	111	CH3CHO-O	-1.97	[3100.148688, 3041.545833, 2977.517455, 2969.231147, 1465.929334, 1446.811506, 1418.522664, 1369.550362, 1324.986671, 1100.332214, 1050.509154, 919.392315, 860.833086, 513.30289, 423.667643, 413.189306, 332.029125, 266.077914, 190.089845, 180.534237, 114.100721, 89.52084, 78.566974]	Input File Tutorial.
Rh	111	CH3CHO-OH	-2.665	[3706.861652, 3107.103091, 3074.433208, 2994.239189, 2987.822161, 1502.333105, 1463.567989, 1450.925732, 1379.914419, 1332.326414, 1110.930803, 1064.462521, 944.961924, 879.908717, 800.002698, 550.118008, 503.747709, 404.190423, 334.26346, 224.129564, 202.214966, 186.042929, 134.023081, 90.177884, 62.447676, 39.247984]	Input File Tutorial.
Rh	111	CH3CHOH	0.3942067	[3647.626866, 3086.634117, 3039.17683, 2996.324696, 2960.534269, 1464.675422, 1458.774223, 1378.74418, 1344.301898, 1229.317848, 1119.738445, 1022.62866, 1003.215082, 922.118071, 743.310419, 516.862255, 483.471496, 409.0277, 266.135105, 218.97959, 204.790707, 118.445323, 94.464047, 79.491509]	Input File Tutorial.
Rh	111	CH3CHOO	-2.38	[3093.430612, 3059.430139, 2967.822918, 2898.493049, 1461.322529, 1452.088394, 1367.57482, 1303.907978, 1274.451682, 1071.689383, 1044.346937, 1021.97869, 847.725917, 777.550287, 612.026864, 510.55862, 450.770039, 341.339191, 321.884195, 223.1242, 184.36348, 119.427648, 71.281639, 51.939805]	Input File Tutorial.
Rh	111	CH3CHOO-H	-2.168	[3093.776778, 3072.903717, 2983.265132, 2926.742548, 1465.531152, 1460.471085, 1371.710279, 1310.470805, 1288.17444, 1112.517869, 1083.256328, 1030.478219, 1009.066931, 835.154201, 794.666246, 608.931142, 556.035584, 490.440041, 437.49556, 335.621369, 305.913102, 228.532577, 195.964492, 193.185793, 108.417792, 73.952006]	Input File Tutorial.
Rh	111	CH3CHOOH	-3	[3700.792077, 3094.373805, 3085.887733, 3001.619923, 2947.152462, 1472.446263, 1467.880302, 1412.901763, 1380.266724, 1322.351504, 1259.097608, 1104.506272, 1072.64585, 1016.586862, 877.464977, 761.83264, 595.581992, 487.460419, 431.834832, 379.919543, 251.645077, 216.974295, 181.003161, 158.850704, 100, 46.441009, 37.025151]	Input File Tutorial.
Rh	111	CH3CO	-0.8338213	[3100.051152, 3059.557458, 2979.864941, 1465.108587, 1446.398514, 1416.686823, 1351.074158, 1084.76263, 982.888333, 922.65556, 591.164791, 425.65941, 329.873115, 242.432616, 138.465518, 122.942696, 109.738795, 64.406792]	Input File Tutorial.
Rh	111	CH3CO-H	-0.003842771	[3062.354816, 3005.929304, 2851.901311, 1530.691662, 1443.338117, 1384.116705, 1366.128404, 1267.652445, 1017.045326, 937.629616, 908.314572, 553.581139, 404.228423, 331.15791, 253.973852, 226.134417, 166.070245, 112.375205, 105.971289, 46.562715]	Input File Tutorial.
Rh	111	CH3CO-O	-1.874	[3124.237938, 3062.67529, 2990.474428, 1459.994702, 1453.039925, 1418.435473, 1371.214493, 1068.401007, 1004.508641, 932.608086, 579.67956, 486.688866, 412.647223, 316.438191, 293.417218, 240.043179, 181.165132, 176.451318, 136.228228, 116.567806]	Input File Tutorial.
Rh	111	CH3CO-OH	-2.517	[3683.229024, 3115.517848, 3063.882404, 2985.172085, 1454.89458, 1446.877592, 1366.945323, 1333.390965, 1065.311892, 1000.228836, 921.717338, 806.877184, 640.948014, 562.175525, 443.15145, 381.710497, 314.691314, 278.496199, 209.401508, 202.703412, 122.534566, 110.820249, 102.678579]	Input File Tutorial.
Rh	111	CH3COH	-0.00038838387	[3443.691864, 3048.673837, 2993.781079, 2854.963635, 1459.09987, 1386.318279, 1375.522087, 1266.741811, 1109.463574, 990.229832, 957.26291, 910.87607, 531.103299, 480.27822, 328.422508, 277.133085, 268.410529, 190.428469, 139.928141, 129.05977, 94.035104]	Input File Tutorial.
Rh	111	CH3COO	-3.266	[3127.368263, 3089.317177, 3010.426653, 1480.236287, 1466.12846, 1427.908449, 1377.387427, 1354.273029, 1037.36991, 1024.259183, 915.138112, 649.489332, 585.144497, 523.749539, 248.298177, 205.000941, 137.734823, 110.882586, 85.898726, 68.864993, 24.900212]	Input File Tutorial.
Rh	111	CH3COO-H	-2.593	[3124.630904, 3086.820925, 3005.148614, 1501.017343, 1465.733104, 1445.349517, 1371.983481, 1333.833368, 1037.214378, 1024.347819, 917.396566, 725.839654, 669.549444, 595.704209, 575.896084, 469.163072, 202.847925, 193.986471, 144.508885, 137.703627, 100, 37.460331]	Input File Tutorial.
Rh	111	CH3COOH	-2.653	[3668.526493, 3102.137497, 3073.051828, 2978.075236, 1468.256842, 1455.791563, 1373.371963, 1279.170514, 1095.521999, 1062.682292, 1010.170581, 907.588635, 625.487659, 575.720513, 551.206764, 505.229283, 425.516187, 293.20879, 240.479981, 219.339059, 198.930015, 133.929846, 126.442364, 91.185828]	Input File Tutorial.
Rh	111	CH3O	-1.461	[3063.73639, 3062.05867, 2971.956552, 1467.342956, 1463.63904, 1433.462318, 1136.075655, 1134.125046, 965.561092, 282.417572, 274.226272, 256.69862, 134.650294, 84.908584, 76.228268]	Input File Tutorial.
Rh	111	CH3O-H	-0.881	[3031.543267, 2998.564031, 2932.433209, 1458.195771, 1452.109272, 1425.41245, 1130.808536, 1125.266599, 970.088476, 888.98012, 410.274444, 337.204312, 224.318692, 154.279688, 133.367796, 55.866435, 18.022688]	Input File Tutorial.
Rh	111	CH3OH	-1.935	[3730.422693, 3103.824155, 3064.007473, 2980.050611, 1482.40071, 1470.744544, 1446.398535, 1322.386135, 1147.023488, 1055.237193, 947.398364, 426.527629, 208.296006, 161.419698, 127.682848, 100, 64.496771, 53.962439]	Input File Tutorial.
Rh	111	CHC(-H)O	1.0936676	[3005.873969, 1746.945059, 1678.877807, 1081.577238, 959.227415, 713.6419, 689.732462, 617.476023, 578.191411, 377.922611, 315.447874, 267.025826, 145.072433, 65.296895]	Input File Tutorial.
Rh	111	CHC(-H)OH	0.90903497	[3668.880645, 3073.16568, 1814.597548, 1371.424312, 1194.084568, 1065.814132, 1001.119302, 737.062904, 715.064405, 644.394373, 558.900932, 479.79054, 413.30976, 286.443815, 254.437618, 159.814614, 37.428437]	Input File Tutorial.
Rh	111	CHC(-H)OOH	-0.94	[3738.27441, 2965.718623, 1757.114533, 1325.125973, 1188.541834, 1153.486536, 1058.169379, 1015.928537, 1001.589131, 746.322178, 718.594249, 622.316851, 602.255945, 390.463025, 317.634297, 294.597888, 277.247838, 180.867519, 161.433231, 95.182996]	Input File Tutorial.
Rh	111	CHCH(-H)O	0.9357906	[2944.756216, 2925.760317, 1829.631004, 1372.134869, 1260.498311, 1148.91056, 1073.241301, 1034.853989, 912.498803, 759.509257, 630.989113, 505.410661, 462.596758, 373.578165, 277.238923, 191.548237, 120.575325]	Input File Tutorial.
Rh	111	CHCH(-H)OH	0.31310463	[3581.254739, 3051.636373, 2908.921347, 1990.411596, 1381.275924, 1221.568822, 1141.958971, 1093.941719, 1046.852993, 949.907736, 658.40941, 577.739861, 552.807445, 489.499024, 441.871515, 352.906617, 276.24775, 202.956894, 147.595511, 126.09881]	Input File Tutorial.
Rh	111	CHCH2O	0.6298828	[2919.91666, 2892.656835, 2864.64867, 1413.497073, 1292.878646, 1168.400093, 1160.426685, 1017.669585, 887.221081, 871.06931, 723.44329, 594.331006, 469.679384, 395.513373, 326.155573, 153.106649, 125.206706, 54.595784]	Input File Tutorial.
Rh	111	CHCH2O-H	0.97673786	[2967.023265, 2938.853297, 2505.305473, 1453.745495, 1252.074854, 1174.865235, 1113.854029, 958.987563, 923.25719, 894.32086, 873.296942, 678.901336, 619.700235, 530.136585, 467.414055, 311.103938, 289.123527, 221.638523, 161.125284, 104.596048]	Input File Tutorial.
Rh	111	CHCH2OH	0.07882726	[3679.308988, 3003.100912, 2857.070908, 2804.300054, 1442.36155, 1364.88409, 1300.012632, 1219.758429, 1133.622427, 988.412489, 955.962645, 889.490981, 732.875059, 544.562575, 407.509318, 351.689107, 259.055142, 202.074625, 117.17707, 100, 65.845785]	Input File Tutorial.
Rh	111	CHCHO	0.5143161	[3006.817974, 2975.871684, 1440.312294, 1332.078639, 1205.912832, 1052.810691, 922.523251, 777.829103, 676.154639, 436.056471, 310.606742, 286.405619, 239.799276, 150.868995, 109.881597]	Input File Tutorial.
Rh	111	CHCHO-H	1.1943774	[3001.147909, 2977.857524, 1456.771867, 1321.126706, 1204.960479, 1053.16578, 913.79075, 788.869389, 741.645879, 670.356975, 601.866677, 415.382392, 294.728478, 196.841484, 188.136094, 114.82447, 60.409939]	Input File Tutorial.
Rh	111	CHCHO-OH	-1.26	[3684.388678, 2990.910823, 2965.002679, 1346.282731, 1268.593289, 1149.540779, 1072.667037, 969.823881, 904.797817, 700.28496, 655.756763, 578.68222, 497.964458, 465.441034, 359.203314, 333.662117, 293.345062, 194.649523, 138.862458, 81.597421]	Input File Tutorial.
Rh	111	CHCHOH	0.0559029	[3727.618068, 2983.778386, 2965.493134, 1342.913981, 1194.806534, 1062.966476, 1051.39446, 951.032775, 817.386413, 610.915347, 542.95746, 496.641272, 453.495025, 387.856311, 277.017671, 207.807055, 123.929427, 100]	Input File Tutorial.
Rh	111	CHCHOOH	-1.433	[3661.947866, 2942.79087, 2925.056698, 1370.326594, 1269.73628, 1208.054403, 1148.544625, 983.076684, 918.174855, 857.137287, 743.94559, 626.265495, 561.699612, 543.253806, 391.403908, 347.592317, 334.19474, 241.599937, 116.772323, 93.494461, 48.976585]	Input File Tutorial.
Rh	111	CHCO	0.5840059	[3022.499297, 1698.903719, 1039.790531, 920.156345, 719.222106, 600.745901, 501.100662, 412.139882, 333.759715, 198.335958, 133.65137, 28.857138]	Input File Tutorial.
Rh	111	CHCO-H	1.390301	[3073.445809, 1465.500303, 1124.545888, 1028.327451, 977.008488, 720.632788, 626.518249, 530.418524, 452.790611, 391.790106, 311.392802, 252.318232, 163.765409, 130.699774]	Input File Tutorial.
Rh	111	CHCO-O	-0.321	[2987.268846, 1893.461471, 1106.81897, 936.098134, 652.000167, 578.380402, 518.294801, 463.722307, 337.854337, 295.077792, 269.487231, 224.770943, 102.057623, 54.142143]	Input File Tutorial.
Rh	111	CHCO-OH	-0.921	[3662.054789, 2961.761204, 1723.708366, 1045.4903, 897.75505, 858.666029, 621.432534, 602.486296, 553.041768, 471.507146, 417.616456, 326.140175, 292.964604, 230.068279, 117.812419, 93.126307, 75.777919]	Input File Tutorial.
Rh	111	CHCOH	0.5027486	[3678.973348, 3064.354333, 1366.262482, 1205.431176, 1062.624994, 1013.419487, 766.630132, 634.995265, 507.260081, 447.170153, 379.350995, 297.467797, 239.825813, 143.402202, 97.909181]	Input File Tutorial.
Rh	111	CHCOO	-1.289	[2980.313042, 1624.364203, 1154.087711, 1086.406913, 857.793313, 753.713822, 667.250439, 652.41808, 597.167542, 319.322726, 316.505152, 296.737493, 128.846841, 112.332697, 85.747578]	Input File Tutorial.
Rh	111	CHCOO-H	-0.41	[2996.799292, 1450.213503, 1280.181318, 1142.755476, 1105.191122, 880.884805, 756.945595, 678.670341, 645.166691, 562.420465, 543.870287, 440.402813, 317.915008, 220.942641, 176.005849, 124.949592, 101.225472]	Input File Tutorial.
Rh	111	CHCOOH	-2.195	[3687.625545, 3012.13076, 1495.830248, 1351.312585, 1186.381635, 1117.798279, 933.579288, 781.356325, 686.988274, 636.231244, 624.932204, 561.960873, 312.32539, 300.478989, 230.15893, 140.356097, 115.967453, 48.412458]	Input File Tutorial.
Rh	111	CHO	-0.925	[2905.78985, 1435.129741, 1200.346099, 771.803535, 551.058805, 335.708363, 220.661048, 181.768415, 104.28817]	Input File Tutorial.
Rh	111	CHO-H	-0.309	[2931.035094, 1421.543792, 1237.928395, 953.699115, 798.605173, 551.939695, 439.250642, 366.993852, 124.498722, 109.493509, 59.919826]	Input File Tutorial.
Rh	111	CHO-O	-2.177	[3014.635131, 1439.034685, 1171.530647, 886.452734, 548.802948, 413.832412, 390.986852, 304.411094, 249.58115, 177.197193, 130.787828]	Input File Tutorial.
Rh	111	CHOH	-0.897	[3524.962335, 2930.812085, 1369.756567, 1156.841365, 1074.704044, 825.16843, 464.807852, 378.862566, 311.078214, 262.853469, 125.599586, 73.000307]	Input File Tutorial.
Rh	111	CO	-1.441	[1727.212729, 325.355778, 282.612807, 281.356106, 169.048749, 151.025696]	Input File Tutorial.
Rh	111	CO-CH2O	-0.987	[3040.800348, 2949.822595, 1497.716337, 1490.281062, 1289.014082, 1171.70053, 1010.354916, 690.45249, 403.205977, 338.834928, 293.723507, 261.455166, 225.121999, 153.705349, 140.76057, 112.098873, 52.360397]	Input File Tutorial.
Rh	111	CO-H	-0.023	[1453.265176, 1242.296772, 547.17085, 408.655955, 363.675626, 341.554355, 202.21358, 148.950002]	Input File Tutorial.
Rh	111	CO-O	-2.408	[1880.413598, 568.624245, 428.455142, 384.558772, 270.645723, 266.429916, 120.469901, 45.922385]	Input File Tutorial.
Rh	111	CO-OH	-2.962	[3662.768682, 1696.171491, 876.781389, 619.691461, 539.576326, 336.123963, 255.663883, 188.867905, 137.940948, 118.340512, 64.561162]	Input File Tutorial.
Rh	111	CO2	-3.04	[1706.542452, 1100.1593, 657.310479, 495.386838, 299.424389, 177.406258, 141.503061, 103.251369, 44.839048]	Input File Tutorial.
Rh	111	COCH(-H)O	-1.14	[2966.735522, 1654.295009, 1348.142855, 1277.205064, 1201.068612, 1013.194886, 995.26979, 730.341034, 542.238669, 515.593924, 442.188276, 341.512955, 300.203947, 275.370332, 172.538951, 148.176531, 137.566299]	Input File Tutorial.
Rh	111	COCH2O	-1.493	[2951.758487, 2905.921148, 1423.785542, 1292.208814, 1273.713996, 1163.876752, 986.798011, 923.448681, 874.768392, 520.461856, 516.240733, 378.581542, 306.961245, 238.256633, 170.624002, 157.506266, 127.532843, 51.863274]	Input File Tutorial.
Rh	111	COCH2O-H	-1.249	[2987.091219, 2927.761041, 1452.668585, 1414.943805, 1273.558897, 1185.373687, 1027.421473, 947.294163, 919.591794, 882.063933, 603.148078, 535.263654, 483.918302, 316.32494, 306.000885, 290.042881, 184.081802, 154.162004, 120.127344, 69.63759]	Input File Tutorial.
Rh	111	COH	-1.117	[3656.186536, 1219.499966, 1093.195306, 442.508132, 418.099392, 377.29219, 173.382341, 158.613501, 86.275785]	Input File Tutorial.
Rh	111	COO-H	-2.506	[1514.761372, 1173.395514, 896.828451, 691.85446, 549.649146, 443.117383, 371.079481, 298.831513, 176.418159, 98.842473, 90.220117]	Input File Tutorial.
Rh	111	COOH	-3.626	[3695.789496, 1464.791577, 1217.651938, 1114.844738, 692.90426, 570.465256, 465.902218, 323.457929, 270.91279, 162.766896, 158.177265, 86.180447]	Input File Tutorial.
Rh	111	H	-0.374	[1067.833913, 706.937492, 685.074059]	Input File Tutorial.
Rh	111	H-CCH2O	1.444818	[2996.362079, 2942.812265, 1847.638088, 1453.863144, 1279.883809, 1142.408199, 1055.1345, 972.529885, 861.701546, 597.057582, 499.810181, 410.120365, 374.192627, 310.249811, 244.154253, 202.965544, 135.104419]	Input File Tutorial.
Rh	111	H-CCH2OH	0.109214365	[3683.263794, 3039.258057, 2933.461304, 1922.64117, 1446.934593, 1368.791615, 1315.978969, 1172.143673, 991.635921, 961.713518, 934.45811, 623.027527, 475.640549, 364.119677, 347.724461, 332.715394, 233.379714, 186.773963, 80.83247, 47.786461]	Input File Tutorial.
Rh	111	H-CCHO	1.6478596	[3000.838089, 1826.867527, 1380.982374, 1310.787005, 1105.042912, 898.145566, 657.364282, 484.72962, 425.432701, 360.006601, 247.446243, 209.418563, 158.602048, 53.029552]	Input File Tutorial.
Rh	111	H-CCHOH	0.6234875	[3765.302197, 3109.131159, 1853.761693, 1447.618093, 1241.749416, 1190.555085, 1041.319154, 785.850224, 702.782743, 492.132334, 457.765821, 400.946061, 332.985408, 296.838992, 241.135704, 115.498065, 98.874085]	Input File Tutorial.
Rh	111	H-CCHOOH	-0.985	[3609.957062, 3018.254319, 1859.617511, 1389.127461, 1254.479876, 1213.411839, 1070.785767, 983.865314, 814.503226, 669.864383, 577.000035, 525.904691, 466.692263, 392.909292, 370.503876, 312.842292, 253.782451, 192.433407, 125.110833, 72.037353]	Input File Tutorial.
Rh	111	H-CCO	1.7764804	[2073.889992, 1795.854476, 1189.476444, 565.85397, 480.786948, 341.471234, 330.583691, 299.118063, 259.307129, 64.798329, 20.927148]	Input File Tutorial.
Rh	111	H-CCOH	1.4641151	[3696.922693, 1759.460955, 1349.086101, 1212.700886, 984.028384, 663.915268, 504.991209, 431.540084, 393.568792, 367.159853, 346.296399, 281.186615, 180.301226, 100]	Input File Tutorial.
Rh	111	H-CCOO	-0.695	[1841.053088, 1645.890601, 1043.922668, 873.433377, 683.092897, 675.698871, 600.995701, 445.695194, 391.502749, 297.180349, 270.648952, 146.055515, 121.24732, 42.35277]	Input File Tutorial.
Rh	111	H-CCOOH	-1.399	[3674.483511, 1829.647385, 1481.91958, 1355.215831, 1135.372292, 954.806605, 679.88365, 645.345752, 620.595578, 576.106009, 424.636167, 361.717384, 293.895357, 226.82514, 126.34997, 108.9748, 56.7034]	Input File Tutorial.
Rh	111	H-CH2CH2O	0.39690065	[3058.795286, 3003.913215, 2995.797714, 2939.371182, 1699.103088, 1461.669169, 1427.957186, 1336.091289, 1233.458984, 1145.258492, 1105.519127, 998.390207, 907.099166, 880.000631, 733.605822, 561.149095, 397.406689, 358.06148, 310.087314, 269.039371, 135.50659, 115.354811, 96.751574]	Input File Tutorial.
Rh	111	H-CH2CH2OH	0.1611988	[3727.11472, 3061.112048, 3005.527269, 2977.444258, 2928.676775, 1782.814894, 1470.260607, 1432.209044, 1389.814459, 1264.121798, 1214.888087, 1173.395117, 1078.998701, 1008.700973, 957.12496, 849.188043, 706.468021, 534.270776, 458.938748, 354.463004, 312.036767, 215.864947, 169.524355, 109.741027, 96.056515, 72.981388]	Input File Tutorial.
Rh	111	H-CH2CHO	0.527171	[3153.758946, 3058.026616, 2884.636844, 1622.938316, 1439.470708, 1380.935472, 1247.75186, 1148.129695, 1073.979752, 994.724803, 895.985101, 842.323152, 498.326021, 460.877402, 350.315703, 253.608655, 245.966967, 131.830373, 122.871368, 88.967565]	Input File Tutorial.
Rh	111	H-CH2CHOH	0.28801167	[3615.215334, 3161.018086, 3081.140064, 3066.347345, 1469.044154, 1412.774407, 1364.781749, 1263.718763, 1174.599427, 1121.121238, 1034.891491, 988.632599, 880.226433, 847.67435, 532.963926, 466.150273, 428.01859, 354.059683, 320.199186, 220.234753, 138.332752, 125.935891, 107.66848, 97.325723, 61.077911, 52.661976]	Input File Tutorial.
Rh	111	H-CH2CHOOH	-1.764	[3746.349713, 3081.245748, 3016.488909, 2931.582428, 1684.693186, 1423.481081, 1383.323955, 1312.905194, 1245.288538, 1130.177666, 1091.500503, 1003.70129, 924.261742, 844.746456, 751.904949, 585.759775, 550.163704, 497.157351, 365.292892, 349.420909, 272.299239, 251.033514, 189.48055, 116.402336, 99.268594, 31.112904]	Input File Tutorial.
Rh	111	H-CH2CO	0.44510427	[3143.434696, 3038.996699, 1731.900042, 1425.43034, 1323.169706, 1081.734264, 1076.40915, 995.08805, 884.672012, 584.876505, 458.745613, 364.710601, 321.00014, 292.010025, 204.940116, 172.549571, 132.312988]	Input File Tutorial.
Rh	111	H-CH2COH	0.25899017	[3538.761063, 3053.419627, 2984.747982, 1989.332604, 1411.082376, 1270.599485, 1137.233565, 1094.45268, 1052.858599, 951.048822, 802.904724, 630.906439, 491.250115, 431.054831, 335.5211, 274.943443, 169.073862, 166.326197, 146.548112, 123.27568]	Input File Tutorial.
Rh	111	H-CH2COO	-1.415	[3082.240018, 3017.561613, 1906.711536, 1669.409347, 1414.465177, 1191.74088, 1119.534123, 1027.773331, 834.296249, 773.717866, 681.040867, 611.758765, 460.585498, 335.410356, 257.635524, 121.578296, 114.940566, 100, 79.613644, 38.913444]	Input File Tutorial.
Rh	111	H-CH2COOH	-2.18	[3676.913291, 3114.768743, 3038.563072, 1888.588127, 1550.83961, 1433.069368, 1334.466799, 1183.718391, 1121.112914, 1047.335781, 884.349733, 775.592381, 705.698685, 612.240402, 573.497919, 428.984345, 340.612177, 242.340755, 182.799627, 112.379956, 89.144125, 68.725846, 39.602767]	Input File Tutorial.
Rh	111	H-CH2O	-0.666	[3063.071477, 2979.740084, 1989.559138, 1441.926235, 1242.319818, 1232.938122, 962.65128, 898.569694, 523.352326, 311.924588, 254.707605, 176.91865, 167.029864, 52.602376]	Input File Tutorial.
Rh	111	H-CH2OH	-0.933	[3636.996426, 3096.538414, 3001.043433, 1951.122912, 1439.29215, 1333.612729, 1229.056562, 1092.887075, 915.333644, 775.64446, 496.10586, 455.999597, 288.675963, 207.948666, 137.913947, 120.047008, 75.637051]	Input File Tutorial.
Rh	111	H-CHCHO	0.7763595	[3044.456409, 2982.38449, 1877.22887, 1443.234683, 1328.250406, 1226.675735, 1046.238612, 947.039597, 887.506193, 698.310423, 472.854021, 441.1571, 303.339212, 255.226455, 216.581363, 140.860819, 100.427664]	Input File Tutorial.
Rh	111	H-CHCHOH	0.55401325	[3725.882831, 2993.132781, 2984.821281, 1893.023493, 1360.367677, 1207.335568, 1111.363138, 1051.054229, 987.671434, 884.688001, 775.589024, 593.228722, 512.232055, 473.043482, 409.695311, 362.307522, 268.725871, 217.264457, 127.67319, 83.800391]	Input File Tutorial.
